status,line,reason,raw_row
adjusted,61,"Invalid date -> today used","29/Jan/26 | Done | 07/Jan/26 | E-2027 | 40ft@32T | 257901 | 1957466 | AS Traders | Peshawar |  |  | - | 140,000 |  |  |  |  |  |  |  |  |  | "
adjusted,61,"Invalid tender -> 0 used","29/Jan/26 | Done | 07/Jan/26 | E-2027 | 40ft@32T | 257901 | 1957466 | AS Traders | Peshawar |  |  | - | 140,000 |  |  |  |  |  |  |  |  |  | "
adjusted,62,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | TLZ-005 | 40ft@32T | 257902 | 1957476 | A.Q Enterprises | Peshawar |  |  | - | 145,000 |  |  |  |  |  |  |  |  |  | "
adjusted,62,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | TLZ-005 | 40ft@32T | 257902 | 1957476 | A.Q Enterprises | Peshawar |  |  | - | 145,000 |  |  |  |  |  |  |  |  |  | "
adjusted,63,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | GLTD-2994 | 40ft@32T | 257941 | 1957478 | AS Traders | Peshawar |  |  | - | 145,000 |  |  |  |  |  |  |  |  |  | "
adjusted,63,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | GLTD-2994 | 40ft@32T | 257941 | 1957478 | AS Traders | Peshawar |  |  | - | 145,000 |  |  |  |  |  |  |  |  |  | "
adjusted,64,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | TAK-213 | 14ft | 257976 | 1957481 | Mujtaba Noman & Co | Jhang |  |  | - | 28,000 |  |  |  |  |  |  |  |  |  | "
adjusted,64,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | TAK-213 | 14ft | 257976 | 1957481 | Mujtaba Noman & Co | Jhang |  |  | - | 28,000 |  |  |  |  |  |  |  |  |  | "
adjusted,65,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | LES-3984 | 14ft | 257956 | 1957486 | Prime Marketing | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,65,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | LES-3984 | 14ft | 257956 | 1957486 | Prime Marketing | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,66,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | LES-3984 | 14ft | 257955 | 1957486 | Ithad Enterprises | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,66,"Invalid freight -> 0 used","20/Jan/26 | Done | 08/Jan/26 | LES-3984 | 14ft | 257955 | 1957486 | Ithad Enterprises | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,67,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | LRC-4976 | 14ft | 257957 | 1957487 | Rizwan Brothers | Kahna |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,67,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | LRC-4976 | 14ft | 257957 | 1957487 | Rizwan Brothers | Kahna |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,68,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | LRC-4976 | 14ft | 257958 | 1957487 | Basheer & Sons | Lahore |  |  | 4,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,68,"Invalid freight -> 0 used","20/Jan/26 | Done | 08/Jan/26 | LRC-4976 | 14ft | 257958 | 1957487 | Basheer & Sons | Lahore |  |  | 4,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,69,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | LES-4151 | 14ft | 257977 | 1957486 | Zafar Traders | Faisalabad |  |  | - | 19,000 |  |  |  |  |  |  |  |  |  | "
adjusted,69,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | LES-4151 | 14ft | 257977 | 1957486 | Zafar Traders | Faisalabad |  |  | - | 19,000 |  |  |  |  |  |  |  |  |  | "
adjusted,70,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | LES-4151 | 14ft | 257978 | 1957486 | Handler Zafar Traders | Faisalabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,70,"Invalid freight -> 0 used","20/Jan/26 | Done | 08/Jan/26 | LES-4151 | 14ft | 257978 | 1957486 | Handler Zafar Traders | Faisalabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,70,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | LES-4151 | 14ft | 257978 | 1957486 | Handler Zafar Traders | Faisalabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,71,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | JW-5539 | 20ft | 257953 | 1957490 | Jasmin Traders | Hyderabad |  |  | - | 80,000 |  |  |  |  |  |  |  |  |  | "
adjusted,71,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | JW-5539 | 20ft | 257953 | 1957490 | Jasmin Traders | Hyderabad |  |  | - | 80,000 |  |  |  |  |  |  |  |  |  | "
adjusted,72,"Invalid date -> today used","20/Jan/26 | Done | 08/Jan/26 | JW-5539 | 20ft | 257954 | 1957490 | Handler Jasmine Traders | Hyderabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,72,"Invalid freight -> 0 used","20/Jan/26 | Done | 08/Jan/26 | JW-5539 | 20ft | 257954 | 1957490 | Handler Jasmine Traders | Hyderabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,72,"Invalid tender -> 0 used","20/Jan/26 | Done | 08/Jan/26 | JW-5539 | 20ft | 257954 | 1957490 | Handler Jasmine Traders | Hyderabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,73,"Invalid date -> today used","29/Jan/26 | Done | 08/Jan/26 | TAD-344 | 20ft | 257961 | 1957483 | Abbasi Traders | Islamabad |  |  | - | 79,000 |  |  |  |  |  |  |  |  |  | "
adjusted,73,"Invalid tender -> 0 used","29/Jan/26 | Done | 08/Jan/26 | TAD-344 | 20ft | 257961 | 1957483 | Abbasi Traders | Islamabad |  |  | - | 79,000 |  |  |  |  |  |  |  |  |  | "
adjusted,74,"Invalid date -> today used","29/Jan/26 | Done | 08/Jan/26 | TAD-344 | 20ft | 257962 | 1957483 | Khan Traders | Rawalpindi |  |  | 6,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,74,"Invalid freight -> 0 used","29/Jan/26 | Done | 08/Jan/26 | TAD-344 | 20ft | 257962 | 1957483 | Khan Traders | Rawalpindi |  |  | 6,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,75,"Invalid date -> today used","29/Jan/26 | Done | 08/Jan/26 | SGC-4898 | 14ft | 257959 | 1957484 | Handler Abubakkar Traders | Sargodha |  |  | - | 28,000 |  |  |  |  |  |  |  |  |  | "
adjusted,75,"Invalid tender -> 0 used","29/Jan/26 | Done | 08/Jan/26 | SGC-4898 | 14ft | 257959 | 1957484 | Handler Abubakkar Traders | Sargodha |  |  | - | 28,000 |  |  |  |  |  |  |  |  |  | "
adjusted,76,"Invalid date -> today used","20/Jan/26 | Done | 09/Jan/26 | TAG-644 | 40ft@32T | 257999 | 1957492 | A.Q Enterprises | Peshawar |  |  | - | 155,000 |  |  |  |  |  |  |  |  |  | "
adjusted,76,"Invalid tender -> 0 used","20/Jan/26 | Done | 09/Jan/26 | TAG-644 | 40ft@32T | 257999 | 1957492 | A.Q Enterprises | Peshawar |  |  | - | 155,000 |  |  |  |  |  |  |  |  |  | "
adjusted,77,"Invalid date -> today used","20/Jan/26 | Done | 09/Jan/26 | TAG-644 | 40ft@32T | 257998 | 1957492 | Farhan Traders | Pabbi |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,77,"Invalid freight -> 0 used","20/Jan/26 | Done | 09/Jan/26 | TAG-644 | 40ft@32T | 257998 | 1957492 | Farhan Traders | Pabbi |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,77,"Invalid tender -> 0 used","20/Jan/26 | Done | 09/Jan/26 | TAG-644 | 40ft@32T | 257998 | 1957492 | Farhan Traders | Pabbi |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,78,"Invalid date -> today used","29/Jan/26 | Done | 09/Jan/26 | LES-7805 | 14ft | 258000 | 1957497 | Ayyan Traders | Muzaffargarh |  |  | - | 29,000 |  |  |  |  |  |  |  |  |  | "
adjusted,78,"Invalid tender -> 0 used","29/Jan/26 | Done | 09/Jan/26 | LES-7805 | 14ft | 258000 | 1957497 | Ayyan Traders | Muzaffargarh |  |  | - | 29,000 |  |  |  |  |  |  |  |  |  | "
adjusted,79,"Invalid date -> today used","29/Jan/26 | Done | 09/Jan/26 | SBA-622 | 14ft | 258032 | 1957502 | Sadeedi Traders | Sahiwal |  |  | - | 18,000 |  |  |  |  |  |  |  |  |  | "
adjusted,79,"Invalid tender -> 0 used","29/Jan/26 | Done | 09/Jan/26 | SBA-622 | 14ft | 258032 | 1957502 | Sadeedi Traders | Sahiwal |  |  | - | 18,000 |  |  |  |  |  |  |  |  |  | "
adjusted,80,"Invalid date -> today used","20/Jan/26 | Done | 09/Jan/26 | LES-8900 | 14ft | 258033 | 1957501 | Zain Traders | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,80,"Invalid tender -> 0 used","20/Jan/26 | Done | 09/Jan/26 | LES-8900 | 14ft | 258033 | 1957501 | Zain Traders | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,81,"Invalid date -> today used","20/Jan/26 | Done | 09/Jan/26 | LES-3984 | 14ft | 258036 | 1957508 | Anas Traders | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,81,"Invalid tender -> 0 used","20/Jan/26 | Done | 09/Jan/26 | LES-3984 | 14ft | 258036 | 1957508 | Anas Traders | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,82,"Invalid date -> today used","20/Jan/26 | Done | 09/Jan/26 | LES-3984 | 14ft | 258035 | 1957508 | Basheer & Sons | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,82,"Invalid freight -> 0 used","20/Jan/26 | Done | 09/Jan/26 | LES-3984 | 14ft | 258035 | 1957508 | Basheer & Sons | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,83,"Invalid date -> today used","20/Jan/26 | Done | 09/Jan/26 | LRC-4976 | 14ft | 258034 | 1957509 | Prime Marketing | Lahore |  |  | - | 15,500 |  |  |  |  |  |  |  |  |  | "
adjusted,83,"Invalid tender -> 0 used","20/Jan/26 | Done | 09/Jan/26 | LRC-4976 | 14ft | 258034 | 1957509 | Prime Marketing | Lahore |  |  | - | 15,500 |  |  |  |  |  |  |  |  |  | "
adjusted,84,"Invalid date -> today used","20/Jan/26 | Done | 09/Jan/26 | DGI-9495 | 14ft | 258026 | 1957503 | Sheikh Nizam Din & Co | Dera Ghazi Khan |  |  | - | 36,000 |  |  |  |  |  |  |  |  |  | "
adjusted,84,"Invalid tender -> 0 used","20/Jan/26 | Done | 09/Jan/26 | DGI-9495 | 14ft | 258026 | 1957503 | Sheikh Nizam Din & Co | Dera Ghazi Khan |  |  | - | 36,000 |  |  |  |  |  |  |  |  |  | "
adjusted,85,"Invalid date -> today used","20/Jan/26 | Done | 09/Jan/26 | DGI-9495 | 14ft | 258025 | 1957503 | Miraj Din & Co | Dera Ghazi Khan |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,85,"Invalid freight -> 0 used","20/Jan/26 | Done | 09/Jan/26 | DGI-9495 | 14ft | 258025 | 1957503 | Miraj Din & Co | Dera Ghazi Khan |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,85,"Invalid tender -> 0 used","20/Jan/26 | Done | 09/Jan/26 | DGI-9495 | 14ft | 258025 | 1957503 | Miraj Din & Co | Dera Ghazi Khan |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,86,"Invalid date -> today used","29/Jan/26 | Done | 09/Jan/26 | TAG-458 | 14ft | 258029 | 1957506 | Metro SGD rd | Faisalabad |  |  | - | 22,000 |  |  |  |  |  |  |  |  |  | "
adjusted,86,"Invalid tender -> 0 used","29/Jan/26 | Done | 09/Jan/26 | TAG-458 | 14ft | 258029 | 1957506 | Metro SGD rd | Faisalabad |  |  | - | 22,000 |  |  |  |  |  |  |  |  |  | "
adjusted,87,"Invalid date -> today used","20/Jan/26 | Done | 10/Jan/26 | LRO-8922 | 14ft | 258024 | 1957514 | Rayan Traders | Khurrianwala |  |  | - | 20,000 |  |  |  |  |  |  |  |  |  | "
adjusted,87,"Invalid tender -> 0 used","20/Jan/26 | Done | 10/Jan/26 | LRO-8922 | 14ft | 258024 | 1957514 | Rayan Traders | Khurrianwala |  |  | - | 20,000 |  |  |  |  |  |  |  |  |  | "
adjusted,88,"Invalid date -> today used","20/Jan/26 | Done | 10/Jan/26 | C-2948 | 40ft@32T | 258027 | 1957513 | A.Q Enterprises | Peshawar |  |  | - | 155,000 |  |  |  |  |  |  |  |  |  | "
adjusted,88,"Invalid tender -> 0 used","20/Jan/26 | Done | 10/Jan/26 | C-2948 | 40ft@32T | 258027 | 1957513 | A.Q Enterprises | Peshawar |  |  | - | 155,000 |  |  |  |  |  |  |  |  |  | "
adjusted,89,"Invalid date -> today used","20/Jan/26 | Done | 10/Jan/26 | C-2948 | 40ft@32T | 258028 | 1957513 | AS Traders | Peshawar |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,89,"Invalid freight -> 0 used","20/Jan/26 | Done | 10/Jan/26 | C-2948 | 40ft@32T | 258028 | 1957513 | AS Traders | Peshawar |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,89,"Invalid tender -> 0 used","20/Jan/26 | Done | 10/Jan/26 | C-2948 | 40ft@32T | 258028 | 1957513 | AS Traders | Peshawar |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,90,"Invalid date -> today used","20/Jan/26 | Done | 10/Jan/26 | C-2667 | 14ft | 258030 | 1957516 | Yasir & Brothers | Sukkur |  |  | - | 53,000 |  |  |  |  |  |  |  |  |  | "
adjusted,90,"Invalid tender -> 0 used","20/Jan/26 | Done | 10/Jan/26 | C-2667 | 14ft | 258030 | 1957516 | Yasir & Brothers | Sukkur |  |  | - | 53,000 |  |  |  |  |  |  |  |  |  | "
adjusted,91,"Invalid date -> today used","20/Jan/26 | Done | 10/Jan/26 | C-2667 | 14ft | 258031 | 1957516 | Handler Yasir & Brothers | Sukkur |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,91,"Invalid freight -> 0 used","20/Jan/26 | Done | 10/Jan/26 | C-2667 | 14ft | 258031 | 1957516 | Handler Yasir & Brothers | Sukkur |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,91,"Invalid tender -> 0 used","20/Jan/26 | Done | 10/Jan/26 | C-2667 | 14ft | 258031 | 1957516 | Handler Yasir & Brothers | Sukkur |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,92,"Invalid date -> today used","20/Jan/26 | Done | 10/Jan/26 | LRC-4976 | 14ft | 258071 | 1957528 | Punjab Traders | Lahore |  |  | - | 17,500 |  |  |  |  |  |  |  |  |  | "
adjusted,92,"Invalid tender -> 0 used","20/Jan/26 | Done | 10/Jan/26 | LRC-4976 | 14ft | 258071 | 1957528 | Punjab Traders | Lahore |  |  | - | 17,500 |  |  |  |  |  |  |  |  |  | "
adjusted,93,"Invalid date -> today used","20/Jan/26 | Done | 10/Jan/26 | LRC-4976 | 14ft | 258072 | 1957528 | Yusra Marketing | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,93,"Invalid freight -> 0 used","20/Jan/26 | Done | 10/Jan/26 | LRC-4976 | 14ft | 258072 | 1957528 | Yusra Marketing | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,94,"Invalid date -> today used","29/Jan/26 | Done | 10/Jan/26 | LES-8900 | 14ft | 258068 | 1957530 | Sitara Marketing | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,94,"Invalid tender -> 0 used","29/Jan/26 | Done | 10/Jan/26 | LES-8900 | 14ft | 258068 | 1957530 | Sitara Marketing | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,95,"Invalid date -> today used","29/Jan/26 | Done | 10/Jan/26 | LES-3984 | 14ft | 258073 | 1957529 | Metro Model | Lahore |  |  | - | 17,500 |  |  |  |  |  |  |  |  |  | "
adjusted,95,"Invalid tender -> 0 used","29/Jan/26 | Done | 10/Jan/26 | LES-3984 | 14ft | 258073 | 1957529 | Metro Model | Lahore |  |  | - | 17,500 |  |  |  |  |  |  |  |  |  | "
adjusted,96,"Invalid date -> today used","29/Jan/26 | Done | 10/Jan/26 | LES-3984 | 14ft | 258074 | 1957529 | Anas Traders | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,96,"Invalid freight -> 0 used","29/Jan/26 | Done | 10/Jan/26 | LES-3984 | 14ft | 258074 | 1957529 | Anas Traders | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,97,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | LES-4151 | 14ft | 258069 | 1957542 | Metro | Faisalabad |  |  | - | 21,000 |  |  |  |  |  |  |  |  |  | "
adjusted,97,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | LES-4151 | 14ft | 258069 | 1957542 | Metro | Faisalabad |  |  | - | 21,000 |  |  |  |  |  |  |  |  |  | "
adjusted,98,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | LES-4151 | 14ft | 258070 | 1957542 | Zain Traders | Faisalabad |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,98,"Invalid freight -> 0 used","29/Jan/26 | Done | 12/Jan/26 | LES-4151 | 14ft | 258070 | 1957542 | Zain Traders | Faisalabad |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,99,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | EA-7481 | 14ft | 258121 | 1957543 | Abubakkar Traders | Sargodha |  |  | - | 26,000 |  |  |  |  |  |  |  |  |  | "
adjusted,99,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | EA-7481 | 14ft | 258121 | 1957543 | Abubakkar Traders | Sargodha |  |  | - | 26,000 |  |  |  |  |  |  |  |  |  | "
adjusted,100,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | TAK-213 | 14ft | 258140 | 1957544 | Zafar Traders | Faisalabad |  |  | - | 21,000 |  |  |  |  |  |  |  |  |  | "
adjusted,100,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | TAK-213 | 14ft | 258140 | 1957544 | Zafar Traders | Faisalabad |  |  | - | 21,000 |  |  |  |  |  |  |  |  |  | "
adjusted,101,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | TAK-213 | 14ft | 258141 | 1957544 | Handler Zafar Traders | Faisalabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,101,"Invalid freight -> 0 used","29/Jan/26 | Done | 12/Jan/26 | TAK-213 | 14ft | 258141 | 1957544 | Handler Zafar Traders | Faisalabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,101,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | TAK-213 | 14ft | 258141 | 1957544 | Handler Zafar Traders | Faisalabad |  |  | - |  |  |  |  |  |  |  |  |  |  | "
adjusted,102,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | TAK-213 | 14ft | 258139 | 1957544 | Imtiaz Group | Faisalabad |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,102,"Invalid freight -> 0 used","29/Jan/26 | Done | 12/Jan/26 | TAK-213 | 14ft | 258139 | 1957544 | Imtiaz Group | Faisalabad |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,103,"Invalid date -> today used","20/Jan/26 | Done | 12/Jan/26 | LES-8900 | 14ft | 258131 | 1957549 | Zain Traders | Lahore |  |  | - | 15,500 |  |  |  |  |  |  |  |  |  | "
adjusted,103,"Invalid tender -> 0 used","20/Jan/26 | Done | 12/Jan/26 | LES-8900 | 14ft | 258131 | 1957549 | Zain Traders | Lahore |  |  | - | 15,500 |  |  |  |  |  |  |  |  |  | "
adjusted,104,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | LEI-456 | 20ft | 258129 | 1957546 | Abbasi Traders | Islamabad |  |  | - | 79,000 |  |  |  |  |  |  |  |  |  | "
adjusted,104,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | LEI-456 | 20ft | 258129 | 1957546 | Abbasi Traders | Islamabad |  |  | - | 79,000 |  |  |  |  |  |  |  |  |  | "
adjusted,105,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | LEI-456 | 20ft | 258130 | 1957546 | MAH Marketing | Rawalpindi |  |  | 6,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,105,"Invalid freight -> 0 used","29/Jan/26 | Done | 12/Jan/26 | LEI-456 | 20ft | 258130 | 1957546 | MAH Marketing | Rawalpindi |  |  | 6,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,106,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | LES-3984 | 14ft | 258106 | 1957545 | Abubakkar Traders | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,106,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | LES-3984 | 14ft | 258106 | 1957545 | Abubakkar Traders | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,107,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | LES-3984 | 14ft | 258105 | 1957545 | MAF Hyper Fortress | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,107,"Invalid freight -> 0 used","29/Jan/26 | Done | 12/Jan/26 | LES-3984 | 14ft | 258105 | 1957545 | MAF Hyper Fortress | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,108,"Invalid date -> today used","20/Jan/26 | Done | 12/Jan/26 | LRC-4976 | 14ft | 258132 | 1957566 | Zaman Traders | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,108,"Invalid tender -> 0 used","20/Jan/26 | Done | 12/Jan/26 | LRC-4976 | 14ft | 258132 | 1957566 | Zaman Traders | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,109,"Invalid date -> today used","20/Jan/26 | Done | 12/Jan/26 | LRC-4976 | 14ft | 258133 | 1957566 | Basheer & Sons | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,109,"Invalid freight -> 0 used","20/Jan/26 | Done | 12/Jan/26 | LRC-4976 | 14ft | 258133 | 1957566 | Basheer & Sons | Lahore |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,110,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | LEI-6383 | 14ft | 258124 | 1957761 | Zain Traders | Faisalabad |  |  | - | 21,000 |  |  |  |  |  |  |  |  |  | "
adjusted,110,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | LEI-6383 | 14ft | 258124 | 1957761 | Zain Traders | Faisalabad |  |  | - | 21,000 |  |  |  |  |  |  |  |  |  | "
adjusted,111,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | LEI-6383 | 14ft | 258123 | 1957761 | Metro Samundri rd | Faisalabad |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,111,"Invalid freight -> 0 used","29/Jan/26 | Done | 12/Jan/26 | LEI-6383 | 14ft | 258123 | 1957761 | Metro Samundri rd | Faisalabad |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,112,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | NAB-246 | 20ft | 258128 | 1958564 | Metro Pakistan | Islamabad |  |  | - | 79,000 |  |  |  |  |  |  |  |  |  | "
adjusted,112,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | NAB-246 | 20ft | 258128 | 1958564 | Metro Pakistan | Islamabad |  |  | - | 79,000 |  |  |  |  |  |  |  |  |  | "
adjusted,113,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | NAB-246 | 20ft | 258127 | 1958564 | MAF Hyper | Islamabad |  |  | 5,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,113,"Invalid freight -> 0 used","29/Jan/26 | Done | 12/Jan/26 | NAB-246 | 20ft | 258127 | 1958564 | MAF Hyper | Islamabad |  |  | 5,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,114,"Invalid date -> today used","29/Jan/26 | Done | 12/Jan/26 | MNK-2043 | 14ft | 258120 | 1957562 | Ayyan Traders | Muzaffargarh |  |  | - | 29,000 |  |  |  |  |  |  |  |  |  | "
adjusted,114,"Invalid tender -> 0 used","29/Jan/26 | Done | 12/Jan/26 | MNK-2043 | 14ft | 258120 | 1957562 | Ayyan Traders | Muzaffargarh |  |  | - | 29,000 |  |  |  |  |  |  |  |  |  | "
adjusted,115,"Invalid date -> today used","29/Jan/26 | Done | 13/Jan/26 | STF-5818 | 14ft | 258126 | 1957567 | Reliable Distribution | Multan |  |  | - | 28,000 |  |  |  |  |  |  |  |  |  | "
adjusted,115,"Invalid tender -> 0 used","29/Jan/26 | Done | 13/Jan/26 | STF-5818 | 14ft | 258126 | 1957567 | Reliable Distribution | Multan |  |  | - | 28,000 |  |  |  |  |  |  |  |  |  | "
adjusted,116,"Invalid date -> today used","29/Jan/26 | Done | 13/Jan/26 | STF-5818 | 14ft | 258125 | 1957567 | Metro Pakistan | Multan |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,116,"Invalid freight -> 0 used","29/Jan/26 | Done | 13/Jan/26 | STF-5818 | 14ft | 258125 | 1957567 | Metro Pakistan | Multan |  |  | 3,000 |  |  |  |  |  |  |  |  |  |  | "
adjusted,117,"Invalid date -> today used","29/Jan/26 | Done | 13/Jan/26 | TAL-020 | 14ft | 258122 | 1957571 | Zaman Traders | Chakwal |  |  | - | 42,000 |  |  |  |  |  |  |  |  |  | "
adjusted,117,"Invalid tender -> 0 used","29/Jan/26 | Done | 13/Jan/26 | TAL-020 | 14ft | 258122 | 1957571 | Zaman Traders | Chakwal |  |  | - | 42,000 |  |  |  |  |  |  |  |  |  | "
adjusted,118,"Invalid date -> today used","29/Jan/26 | Done | 13/Jan/26 | CBC-6216 | 14ft | 258171 | 1957576 | Adnan Traders | Shujabad |  |  | - | 27,000 |  |  |  |  |  |  |  |  |  | "
adjusted,118,"Invalid tender -> 0 used","29/Jan/26 | Done | 13/Jan/26 | CBC-6216 | 14ft | 258171 | 1957576 | Adnan Traders | Shujabad |  |  | - | 27,000 |  |  |  |  |  |  |  |  |  | "
adjusted,119,"Invalid date -> today used","29/Jan/26 | Done | 13/Jan/26 | LRC-4976 | 14ft | 258175 | 1957584 | Prime Marketing | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
adjusted,119,"Invalid tender -> 0 used","29/Jan/26 | Done | 13/Jan/26 | LRC-4976 | 14ft | 258175 | 1957584 | Prime Marketing | Lahore |  |  | - | 16,500 |  |  |  |  |  |  |  |  |  | "
