status,line,reason,raw_row
adjusted,1,"Invalid date -> today used","Date | Vehicle No | Bilty | Distribution | City | Bags | Market rate | NPL Rate | Date | Paid | Fuel Ltr | Fuel | To pay | Bilty Comm | Reciving Pay | Date |  |  | Payment | Detail | Final Balance | Fixed Cost | Dedicated Balance | ss |  | Fixed Cost | sdd | Ledger | "
adjusted,1,"Invalid freight -> 0 used","Date | Vehicle No | Bilty | Distribution | City | Bags | Market rate | NPL Rate | Date | Paid | Fuel Ltr | Fuel | To pay | Bilty Comm | Reciving Pay | Date |  |  | Payment | Detail | Final Balance | Fixed Cost | Dedicated Balance | ss |  | Fixed Cost | sdd | Ledger | "
adjusted,1,"Invalid tender -> 0 used","Date | Vehicle No | Bilty | Distribution | City | Bags | Market rate | NPL Rate | Date | Paid | Fuel Ltr | Fuel | To pay | Bilty Comm | Reciving Pay | Date |  |  | Payment | Detail | Final Balance | Fixed Cost | Dedicated Balance | ss |  | Fixed Cost | sdd | Ledger | "
adjusted,3,"Invalid freight -> 0 used","01-Jan-2026 | E-2522 | 147 | H & H P.F | Kot Musa | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,19,"Invalid freight -> 0 used","01-Jan-2026 | FDO-6861 | 265 | SP Gondal Pf | Punjab F Phalia to 8KM | 200 | - | 27,707 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,24,"Invalid freight -> 0 used","02-Jan-2026 | CAX-9509 | 272 | Ali Network Pf | 5 Star F 92 Mor Jhang Rd | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,27,"Invalid freight -> 0 used","02-Jan-2026 | TKH-253 | 275 | CH Imran Pf | 92 Mor Pindi Wala | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,45,"Invalid freight -> 0 used","03-Jan-2026 | P-7145 | 298 | AL Noor Pf | Saqib F Phalia to 15km | 200 | - | 27,707 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,52,"Invalid freight -> 0 used","04-Jan-2026 | TKR-024 | 55 | 3 Star Pf | Sat Sir Shah Taj Sugar Mills Malakwal rd | 200 | - | 18,917 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,90,"Invalid freight -> 0 used","07-Jan-2026 | LES-7550 | 96 | Sohail Alpa |  | 200 | - | 15,765 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,95,"Invalid freight -> 0 used","07-Jan-2026 | P-5686 | 204 | AL Noor Pf | Javed F Bikhi Shareef | 200 | - | 18,917 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,101,"Invalid freight -> 0 used","08-Jan-2026 | TAD-716 | 210 | Alpa Eggs | Dhoori | 400 | - | 40,931 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,113,"Invalid freight -> 0 used","10-Jan-2026 | P-7145 | 222 | SP Junaid Pf | Abdul Rehman F Rakh Baloch Mandi | 200 | - | 18,917 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,115,"Invalid freight -> 0 used","10-Jan-2026 | LES-7514 | 224 | AL Noor Pf | Insaf F Phalia to Tariqabad | 200 | - | 27,707 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,144,"Invalid freight -> 0 used","14-Jan-2026 | LXK-8121 | 7 | Sher Muhammad Pf | Pakistan F Mangat | 200 | - | 18,917 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,149,"Invalid freight -> 0 used","14-Jan-2026 | C-3667 | 12 | Saqib Khan PF | Chak 93 LHR Rd | 200 | - | 13,376 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
