status,line,reason,raw_row
adjusted,156,"Invalid freight -> 0 used","15-Jan-2026 | E-3399 | 19 | Junaid Pf | Junaid F Rakh Baloch Mandi | 100 | - | 9,458 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,158,"Invalid freight -> 0 used","15-Jan-2026 | LEI-7408 | 21 | Junaid Pf | Junaid F Rakh Baloch Mandi | 100 | - | 9,458 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,164,"Invalid freight -> 0 used","15-Jan-2026 | LES-7550 | 28 | AL Makkah Pf | Ahmad F Salam Interchange | 200 | - | 22,739 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,176,"Invalid freight -> 0 used","16-Jan-2026 | TKR-184 | 42 | SP Mubashar Pf | Chota Sahiwal rd 10km | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,180,"Invalid freight -> 0 used","16-Jan-2026 | LEI-968 | 47 | SP Junaid Pf | Junaid F Wasu Rd Chak Basawa | 200 | - | 18,917 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,190,"Invalid freight -> 0 used","17-Jan-2026 | JW-1945 | 414 | SP Mubashar Pf | Jallah Makhdoom Lakseen Pull | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,195,"Invalid freight -> 0 used","17-Jan-2026 | AE-0646 | 421 | AL Noor Pf | Insaf F Phalia to Tariqabad | 200 | - | 22,739 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,198,"Invalid freight -> 0 used","17-Jan-2026 | TKH-235 | 424 | Jasik Pf | Al Karam F 92 Mor | 200 |  | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,202,"Invalid freight -> 0 used","17-Jan-2026 | LES-7514 | 428 | AL Noor Pf | Cattle F Phalia to 4KM | 200 | - | 27,707 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,204,"Invalid freight -> 0 used","17-Jan-2026 | SGH-7691 | 430 | AL Noor Pf | AL Madina F Kuthyala Sheikhan | 200 | - | 27,707 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,207,"Invalid freight -> 0 used","19-Jan-2026 | P-3495 | 433 | CH Imran Pf | Chak 88 LHR Rd | 200 | - | 13,376 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,209,"Invalid freight -> 0 used","19-Jan-2026 | TAB-126 | 435 | Farooqa Pf | Farooqa Nr Wajuka | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,214,"Invalid freight -> 0 used","19-Jan-2026 | LES-7550 | 440 | Ali Network Pf | AL Abbas F Chohal Pull | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,216,"Invalid freight -> 0 used","19-Jan-2026 | SGL-7788 | 442 | Talha Pf | Unique F Sakesar Bar Lak Mor | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,219,"Invalid freight -> 0 used","19-Jan-2026 | TAB-782 | 445 | Talha Pf | Farat F Mangni Pull | 200 | - | 133,376 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,236,"Invalid freight -> 0 used","20-Jan-2026 | RIR-6230 | 363 | Malik Ziaullah Pf | Rana  F 58 Berial 46 Adda | 200 | - | 13,376 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,241,"Invalid freight -> 0 used","20-Jan-2026 | TKY-371 | 368 | Indus Cattle Feed | AL Moeed F Chak 69 Choki Bhagat | 50 | - | 5,000 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,249,"Invalid freight -> 0 used","21-Jan-2026 | MNY-7695 | 376 | AL Noor Pf | Crystal F Gojra | 400 | - | 49,873 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,251,"Invalid freight -> 0 used","21-Jan-2026 | NAA-749 | 378 | AL Noor Pf | Anwar Husain Tarar Phalia to 3km | 100 | - | 13,853 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,253,"Invalid freight -> 0 used","21-Jan-2026 | Z-5365 | 380 | Sohail Alpa | Tarar F Ratoo kala Dhoori | 200 | - | 22,739 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,256,"Invalid freight -> 0 used","21-Jan-2026 | C-1386 | 383 | Saqib Khan PF | 10 Wan Meal LHR rd | 200 | - | 13,376 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,265,"Invalid freight -> 0 used","22-Jan-2026 | Z-6156 | 394 | SP Mubashar Pf | Roshan F Chak 13 Ajnala | 200 | - | 15,669 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,268,"Invalid freight -> 0 used","22-Jan-2026 | LZB-4104 | 397 | Alpa Eggs | Dhoori | 400 | - | 40,929 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,271,"Invalid freight -> 0 used","22-Jan-2026 | TAD-716 | 400 | Alpa Eggs | Dhoori | 400 | - | 40,929 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,274,"Invalid freight -> 0 used","22-Jan-2026 | LEI-968 | 303 | AL Noor Pf | Ghulam Rasool Head Faqiryan 10km | 200 | - | 22,739 |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,303,"Invalid freight -> 0 used","24-Jan-2026 | TAF-762 | 333 | SP Mubashar Pf | Chak 52 Ajnala rd | 200 | - | 15,669 |  |  |  |  |  |  |  |  |  |  |  |  | 0 |  |  |  |  |  |  |  | "
adjusted,305,"Invalid freight -> 0 used","24-Jan-2026 | TAB-126 | 335 | SP Mubashar Pf | Chak 120 Silanwali | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  | 0 |  |  |  |  |  |  |  | "
adjusted,312,"Invalid freight -> 0 used","24-Jan-2026 | TAL-923 | 344 | AL Noor Pf | Haji Aslam Gojra | 200 | - | 22,739 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,318,"Invalid freight -> 0 used","26-Jan-2026 | MNY-7695 | 350 | SP Ittefaq Pf | Punjab F Phalia to 8KM | 100 | - | 13,853 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,322,"Invalid freight -> 0 used","26-Jan-2026 | P-3501 | 555 | SP Ittefaq Pf | Punjab F Phalia to 8KM | 100 | - | 13,853 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,325,"Invalid freight -> 0 used","26-Jan-2026 | LES-7550 | 558 | Ali Network Pf | Ali F Farooqa | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,329,"Invalid freight -> 0 used","27-Jan-2026 | LEI-7408 | 562 | Junaid Pf | Junaid F Rakh Baloch Mandi | 200 | - | 18,917 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,336,"Invalid freight -> 0 used","27-Jan-2026 | TAB-126 | 569 | Ehsanullah Pf | Chak 28 Silanwali | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,340,"Invalid freight -> 0 used","27-Jan-2026 | C-3667 | 574 | Saqib Khan PF | Chak 31 LHR Rd | 200 | - | 19,109 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,344,"Invalid freight -> 0 used","27-Jan-2026 | CAB-8950 | 579 | Amanullah Pf | Bismillah F Chohal Pull | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,347,"Invalid freight -> 0 used","27-Jan-2026 | SDA-282 | 583 | Daimond Pf | Cak 189 Bangla Sultan pur | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,356,"Invalid freight -> 0 used","28-Jan-2026 | P-7145 | 592 |  |  | 200 | - | 18,917 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,363,"Invalid freight -> 0 used","28-Jan-2026 | Z-6156 | 599 |  |  | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,366,"Invalid freight -> 0 used","28-Jan-2026 | TAL-923 | 502 |  |  | 200 | - | 15,287 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,369,"Invalid freight -> 0 used","28-Jan-2026 | RIR-6230 | 506 |  |  | 200 | - | 13,376 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,373,"Invalid freight -> 0 used","29-Jan-2026 | P-4395 | 510 |  |  | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,377,"Invalid freight -> 0 used","29-Jan-2026 | TAB-126 | 514 |  |  | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,388,"Invalid freight -> 0 used","30-Jan-2026 | EA-8569 | 525 |  |  | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,390,"Invalid freight -> 0 used","30-Jan-2026 | RIR-6230 | 527 |  |  | 200 | - | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,397,"Invalid freight -> 0 used","30-Jan-2026 | TAA-715 | 535 |  |  | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,399,"Invalid freight -> 0 used","30-Jan-2026 | LXT-6965 | 537 |  |  | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,403,"Invalid freight -> 0 used","30-Jan-2026 | LEI-8085 | 542 |  |  | 200 | - | 13,376 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,410,"Invalid freight -> 0 used","31-Jan-2026 | LEI-7408 | 549 | SP Junaid Pf | Junaid F Wasu Rd Chak Basawa | 100 | - | 9,459 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,412,"Invalid freight -> 0 used","31-Jan-2026 | E-3399 | 1852 |  |  | 100 | - | 9,459 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,416,"Invalid freight -> 0 used","31-Jan-2026 | P-3495 | 1856 |  |  | 200 | - | 15,287 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
adjusted,418,"Invalid freight -> 0 used","31-Jan-2026 | C-3667 | 1858 |  |  | 200 | - | 17,198 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | "
