status,line,reason,raw_row
adjusted,1,"Invalid freight -> 0 used",". |  |  |  |  |  |  |  |  |  | "
adjusted,1,"Invalid tender -> 0 used",". |  |  |  |  |  |  |  |  |  | "
adjusted,2,"Invalid freight -> 0 used"," |  |  | 16-Jan-26 |  |  |  |  |  |  | "
adjusted,2,"Invalid tender -> 0 used"," |  |  | 16-Jan-26 |  |  |  |  |  |  | "
adjusted,3,"Invalid date -> today used"," | Gross Weight As Per NHSO-2000 Standard |  | 12ton | 17.5 tons | 27.5 tons | 14 Wheeler | 18 Wheeler | 22 Wheeler |  | "
adjusted,4,"Invalid date -> today used"," | Cargo Carry Weight |  | 6.5ton | 10ton | 16ton | 22ton | 28ton | 32 tons |  | "
adjusted,5,"Invalid date -> today used"," | Sr. No. | To | Mazda | 14ft | 20ft | 40ft@22T | 40ft@28T | 40ft@32T |  | "
adjusted,6,"Invalid date -> today used"," | 1 | Turbat (Maripur KHI) | 0 | 105,404 | 120,198 | 134,067 | 145,327 | 183,071 |  | "
adjusted,7,"Invalid date -> today used"," | 2 | Islamabad | 44,800 | 59,136 | 79,115 | 117,243 | 133,447 | 0 |  | "
adjusted,8,"Invalid date -> today used"," | 3 | Badaber | 0 | 0 | 0 | 0 | 180,154 | 202,025 |  | "
adjusted,9,"Invalid date -> today used"," | 4 | Bara | 69,583 | 0 | 0 | 151,558 | 131,541 | 157,277 |  | "
adjusted,10,"Invalid date -> today used"," | 5 | D.I.Khan | 0 | 60,099 | 73,396 | 0 | 0 | 0 |  | "
adjusted,11,"Invalid date -> today used"," | 6 | Aiman Abad | 18,307 | 23,011 | 31,320 | 57,418 | 90,911 | 111,645 |  | "
adjusted,12,"Invalid date -> today used"," | 7 | Alipur | 27,461 | 32,361 | 56,107 | 71,772 | 84,213 | 116,962 |  | "
adjusted,13,"Invalid date -> today used"," | 8 | Alipur Chattha | 24,964 | 29,587 | 43,719 | 77,389 | 105,266 | 265,823 |  | "
adjusted,14,"Invalid date -> today used"," | 9 | Bahawal Naghar | 24,548 | 32,361 | 55,976 | 70,475 | 105,266 | 265,823 |  | "
adjusted,15,"Invalid date -> today used"," | 10 | Bahawalpur | 24,964 | 29,587 | 53,163 | 71,194 | 109,094 | 132,911 |  | "
adjusted,16,"Invalid date -> today used"," | 11 | Bhakkar | 32,453 | 34,365 | 44,532 | 93,782 | 114,835 | 143,544 |  | "
adjusted,17,"Invalid date -> today used"," | 12 | Bhara Kahu | 54,089 | 48,294 | 72,494 | 102,087 | 115,813 | 207,342 |  | "
adjusted,18,"Invalid date -> today used"," | 13 | Chakwal | 39,111 | 44,893 | 63,438 | 87,227 | 124,405 | 164,810 |  | "
adjusted,19,"Invalid date -> today used"," | 14 | D.G. Khan | 29,957 | 35,597 | 55,865 | 86,543 | 111,007 | 144,607 |  | "
adjusted,20,"Invalid date -> today used"," | 15 | Daska | 26,354 | 28,345 | 40,978 | 69,900 | 117,706 | 154,177 |  | "
adjusted,21,"Invalid date -> today used"," | 16 | Dera Ghazi Khan | 29,957 | 36,059 | 55,865 | 78,471 | 99,524 | 132,911 |  | "
adjusted,22,"Invalid date -> today used"," | 17 | Dinga | 29,075 | 34,477 | 48,141 | 82,382 | 109,094 | 140,354 |  | "
adjusted,23,"Invalid date -> today used"," | 18 | Faisalabad | 22,468 | 26,097 | 40,597 | 45,768 | 51,593 | 64,722 |  | "
adjusted,24,"Invalid date -> today used"," | 19 | Fazilpur | 30,789 | 36,059 | 63,797 | 82,382 | 104,018 | 138,228 |  | "
adjusted,25,"Invalid date -> today used"," | 20 | Gakhar | 23,300 | 27,738 | 39,652 | 69,900 | 79,053 | 143,544 |  | "
adjusted,26,"Invalid date -> today used"," | 21 | Gujjar Khan | 51,473 | 55,285 | 81,688 | 122,009 | 128,681 | 190,329 |  | "
adjusted,27,"Invalid date -> today used"," | 22 | Gujranwala | 15,610 | 24,015 | 38,330 | 64,907 | 56,586 | 154,177 |  | "
adjusted,28,"Invalid date -> today used"," | 23 | Gujrat | 26,354 | 32,535 | 43,555 | 73,228 | 114,835 | 154,177 |  | "
adjusted,29,"Invalid date -> today used"," | 24 | Hafizabad | 26,354 | 27,451 | 43,719 | 72,396 | 119,620 | 159,494 |  | "
adjusted,30,"Invalid date -> today used"," | 25 | HASSAN ABDAL | 61,005 | 68,420 | 85,988 | 123,915 | 140,120 | 184,920 |  | "
adjusted,31,"Invalid date -> today used"," | 26 | Jampur | 30,789 | 36,059 | 62,873 | 87,375 | 101,937 | 164,810 |  | "
adjusted,32,"Invalid date -> today used"," | 27 | Jaranwala | 20,804 | 18,809 | 35,764 | 56,586 | 64,907 | 132,911 |  | "
adjusted,33,"Invalid date -> today used"," | 28 | Jhang | 26,354 | 34,330 | 59,929 | 74,893 | 91,535 | 154,177 |  | "
adjusted,34,"Invalid date -> today used"," | 29 | Jhelum | 32,453 | 38,802 | 48,897 | 94,739 | 109,094 | 152,051 |  | "
adjusted,35,"Invalid date -> today used"," | 30 | Kabirwala | 22,468 | 23,892 | 34,843 | 54,921 | 69,900 | 147,797 |  | "
adjusted,36,"Invalid date -> today used"," | 31 | Kahna | 18,492 | 18,969 | 30,096 | 42,894 | 51,473 | 107,502 |  | "
adjusted,37,"Invalid date -> today used"," | 32 | Kahuta | 60,099 | 0 | 0 | 133,447 | 141,931 | 190,639 |  | "
adjusted,38,"Invalid date -> today used"," | 33 | Kala Bagh | 50,853 | 55,476 | 66,571 | 114,835 | 138,228 | 159,494 |  | "
adjusted,39,"Invalid date -> today used"," | 34 | Kallar Sayedan | 0 | 0 | 0 | 114,384 | 133,447 | 159,494 |  | "
adjusted,40,"Invalid date -> today used"," | 35 | Kamoke | 16,360 | 22,209 | 32,269 | 54,921 | 76,557 | 115,899 |  | "
adjusted,41,"Invalid date -> today used"," | 36 | Kasur | 16,153 | 18,873 | 34,395 | 49,928 | 94,557 | 119,089 |  | "
adjusted,42,"Invalid date -> today used"," | 37 | Khanewal | 22,468 | 22,516 | 35,764 | 54,921 | 69,900 | 104,202 |  | "
adjusted,43,"Invalid date -> today used"," | 38 | Kharian | 31,233 | 37,150 | 55,893 | 94,739 | 11,867 | 152,051 |  | "
adjusted,44,"Invalid date -> today used"," | 39 | Khurrianwala | 20,804 | 24,964 | 35,585 | 54,921 | 69,900 | 115,899 |  | "
adjusted,45,"Invalid date -> today used"," | 40 | Khushab | 23,980 | 34,210 | 46,954 | 81,450 | 124,405 | 159,494 |  | "
adjusted,46,"Invalid date -> today used"," | 41 | Kot Abdul Malik | 14,979 | 20,341 | 24,894 | 45,768 | 51,593 | 104,202 |  | "
adjusted,47,"Invalid date -> today used"," | 42 | Kot Chutta | 30,789 | 36,059 | 60,895 | 79,053 | 109,094 | 152,051 |  | "
adjusted,48,"Invalid date -> today used"," | 43 | Kot Pindi Das | 17,158 | 20,042 | 27,652 | 45,768 | 51,593 | 115,899 |  | "
adjusted,49,"Invalid date -> today used"," | 44 | Lahore | 0 | 18,873 | 24,077 | 45,305 | 41,521 | 101,013 |  | "
adjusted,50,"Invalid date -> today used"," | 45 | Lala Musa | 29,075 | 34,223 | 43,804 | 95,696 | 119,828 | 159,494 |  | "
adjusted,51,"Invalid date -> today used"," | 46 | Layyah | 34,950 | 0 | 57,029 | 103,352 | 124,405 | 159,494 |  | "
adjusted,52,"Invalid date -> today used"," | 47 | Mandi Bahauddin | 30,789 | 36,059 | 49,013 | 98,193 | 132,310 | 180,759 |  | "
adjusted,53,"Invalid date -> today used"," | 48 | Mian Wali | 38,833 | 45,768 | 62,873 | 114,835 | 138,228 | 159,494 |  | "
adjusted,54,"Invalid date -> today used"," | 49 | Mianwali Bangla | 20,271 | 26,776 | 50,733 | 76,557 | 93,200 | 152,051 |  | "
adjusted,55,"Invalid date -> today used"," | 50 | Multan | 24,132 | 28,663 | 41,563 | 54,921 | 69,900 | 115,899 |  | "
adjusted,56,"Invalid date -> today used"," | 51 | Muridkey | 18,307 | 19,826 | 27,960 | 39,462 | 54,921 | 115,899 |  | "
adjusted,57,"Invalid date -> today used"," | 52 | Murree | 0 | 80,354 | 104,202 | 0 | 0 | 164,810 |  | "
adjusted,58,"Invalid date -> today used"," | 53 | Muzaffargarh | 24,132 | 32,361 | 55,476 | 64,907 | 82,382 | 116,962 |  | "
adjusted,59,"Invalid date -> today used"," | 54 | MUZAFFARGARH | 24,132 | 32,361 | 55,476 | 64,907 | 82,382 | 116,962 |  | "
adjusted,60,"Invalid date -> today used"," | 55 | Narang Mandi | 20,804 | 24,964 | 38,695 | 59,914 | 74,060 | 116,962 |  | "
adjusted,61,"Invalid date -> today used"," | 56 | Narowal | 27,261 | 32,361 | 46,995 | 68,235 | 82,382 | 152,051 |  | "
adjusted,62,"Invalid date -> today used"," | 57 | Okara | 13,314 | 14,350 | 24,256 | 39,943 | 54,089 | 87,190 |  | "
adjusted,63,"Invalid date -> today used"," | 58 | Pasroor | 27,086 | 29,571 | 42,597 | 69,900 | 89,954 | 115,899 |  | "
adjusted,64,"Invalid date -> today used"," | 59 | Phalia | 27,727 | 34,785 | 47,756 | 71,772 | 89,954 | 115,899 |  | "
adjusted,65,"Invalid date -> today used"," | 60 | PHOOL NAGAR | 6,050 | 9,246 | 13,047 | 20,804 | 26,628 | 87,190 |  | "
adjusted,66,"Invalid date -> today used"," | 61 | Qila Didar Singh | 22,468 | 25,217 | 34,916 | 66,571 | 78,221 | 115,899 |  | "
adjusted,67,"Invalid date -> today used"," | 62 | Quaidabad | 28,417 | 39,758 | 53,319 | 94,739 | 109,094 | 152,051 |  | "
adjusted,68,"Invalid date -> today used"," | 63 | Rahim Yar Khan | 31,621 | 36,984 | 59,929 | 83,031 | 91,535 | 152,051 |  | "
adjusted,69,"Invalid date -> today used"," | 64 | Rawalpindi | 57,788 | 59,136 | 79,115 | 114,835 | 138,213 | 0 |  | "
adjusted,70,"Invalid date -> today used"," | 65 | Sahiwal | 15,251 | 17,661 | 27,065 | 45,768 | 62,411 | 101,013 |  | "
adjusted,71,"Invalid date -> today used"," | 66 | Samberial | 26,354 | 31,157 | 44,166 | 74,893 | 87,375 | 152,051 |  | "
adjusted,72,"Invalid date -> today used"," | 67 | Sargodha | 29,125 | 34,792 | 45,752 | 68,235 | 83,214 | 115,899 |  | "
adjusted,73,"Invalid date -> today used"," | 68 | Shahdra | 16,153 | 18,873 | 25,796 | 43,084 | 66,724 | 93,570 |  | "
adjusted,74,"Invalid date -> today used"," | 69 | Shakargarh | 27,569 | 35,971 | 49,155 | 83,214 | 99,857 | 152,051 |  | "
adjusted,75,"Invalid date -> today used"," | 70 | Sheikhupura | 17,267 | 21,763 | 25,796 | 44,936 | 58,250 | 90,380 |  | "
adjusted,76,"Invalid date -> today used"," | 71 | Shujabad | 26,212 | 28,976 | 48,330 | 54,089 | 70,732 | 101,013 |  | "
adjusted,77,"Invalid date -> today used"," | 72 | Sialkot | 27,261 | 31,400 | 45,254 | 71,772 | 87,375 | 115,899 |  | "
adjusted,78,"Invalid date -> today used"," | 73 | Sohawa | 46,230 | 51,778 | 80,164 | 113,726 | 138,213 | 159,494 |  | "
adjusted,79,"Invalid date -> today used"," | 74 | Toba Tek Singh | 24,132 | 31,436 | 37,946 | 71,772 | 89,954 | 115,899 |  | "
adjusted,80,"Invalid date -> today used"," | 75 | Tonsa | 33,822 | 37,863 | 69,345 | 87,190 | 95,696 | 132,911 |  | "
adjusted,81,"Invalid date -> today used"," | 76 | Vehari | 19,971 | 24,964 | 41,607 | 74,643 | 88,997 | 122,278 |  | "
adjusted,82,"Invalid date -> today used"," | 77 | Wah Cantt | 62,411 | 54,607 | 77,327 | 107,235 | 115,813 | 175,443 |  | "
adjusted,83,"Invalid date -> today used"," | 78 | Wazirabad | 25,929 | 28,976 | 39,732 | 64,907 | 84,213 | 122,278 |  | "
adjusted,84,"Invalid date -> today used"," | 79 | Zafarwal | 27,261 | 34,440 | 47,880 | 71,772 | 89,954 | 115,899 |  | "
adjusted,85,"Invalid date -> today used"," | 80 |  | 0 | 83,214 | 0 | 113,430 | 138,213 | 0 |  | "
adjusted,86,"Invalid date -> today used"," | 81 | Karachi | 70,732 | 88,759 | 102,623 | 0 | 0 | 0 |  | "
adjusted,87,"Invalid date -> today used"," | 82 | Larkana | 70,732 | 85,488 | 99,857 | 74,893 | 83,214 | 171,051 |  | "
adjusted,88,"Invalid date -> today used"," | 83 | Nawabshah | 63,388 | 66,087 | 90,961 | 79,053 | 95,320 | 170,126 |  | "
adjusted,89,"Invalid date -> today used"," | 84 | SUKKUR | 58,250 | 62,873 | 77,666 | 83,214 | 97,083 | 144,238 |  | "
